Date,PC 1 - Level,PC 2 - Slope,PC 3 - Curvature
1987-03-20,8.35140117921482,-2.006657226302742,-3.3895867542285525
1987-03-23,8.387220606755161,-1.9958012966475864,-3.4423544751077597
1987-03-24,8.418313661710927,-1.9694456216612073,-3.5163714932081485
1987-03-25,8.423734717812861,-1.9085920898387359,-3.6004426726230503
1987-03-26,8.372673029447116,-1.8648012078548935,-3.563639359558881
1987-03-27,8.469815837448715,-1.9558432184197165,-3.5468153371596243
1987-03-30,8.686589239411115,-2.109284464696205,-3.491846119659576
1987-03-31,8.616124269757282,-2.137446202308853,-3.3034109207681532
1987-04-01,8.644565551099245,-2.1917080211027185,-2.9929552020982917
1987-04-02,8.682396107007346,-2.186410115064348,-3.1627439817847027
1987-04-03,8.659798118204167,-2.283587082774263,-2.935875904366175
1987-04-06,8.61075610453745,-2.223173522558835,-3.022902268575464
1987-04-07,8.662434635237577,-2.382729680994013,-2.7375717760772145
1987-04-08,8.659088417325298,-2.3601357740712694,-2.782397774083227
1987-04-09,8.785062000242663,-2.5308954011576468,-2.4540387030744144
1987-04-10,8.82988844371924,-2.4820774774287857,-1.8543980638579172
1987-04-13,8.884672173792477,-2.470439331117277,-1.6106519702420854
1987-04-14,9.04464478025497,-2.5012994636437464,-1.5820858232446544
1987-04-15,8.974440213475669,-2.4576629815311968,-1.8697614265462008
1987-04-16,8.95321793789201,-2.583778850835015,-2.0012643922366555
1987-04-20,9.037620589531539,-2.7220198500016397,-1.5299714713409247
1987-04-21,9.121021805427837,-2.6089953067452503,-1.9865311314973881
1987-04-22,9.164650739768936,-2.6262384678452615,-1.9655931461286642
1987-04-23,9.145994484632217,-2.7996160575005486,-1.074566546310321
1987-04-24,9.300187386273883,-2.791357227022511,-1.2356947845708277
1987-04-27,9.236769670408606,-2.498627347184338,-1.6215450315003042
1987-04-28,9.07100688292668,-2.3670043296769734,-1.3961071159278005
1987-04-29,9.104291713255911,-2.477835816000538,-1.2457743760381284
1987-04-30,8.961858636752469,-2.297949242898136,-1.3031035976825034
1987-05-01,9.003379477711542,-2.5438255470159965,-0.6212767192662696
1987-05-04,9.1342843228618,-2.6202968989854223,-0.539296416717471
1987-05-05,9.096951839495723,-2.511661545656178,-0.6770087781607619
1987-05-06,9.151945307713143,-2.633507910993392,-0.47983579007266774
1987-05-07,9.005104209818551,-2.5045557148475153,-0.2558339697762441
1987-05-08,8.991524680909537,-2.458554978956052,-0.4489539321939202
1987-05-11,9.030914374597632,-2.703518840069894,0.25006879967512247
1987-05-12,9.10295265183871,-2.6236979089755197,-0.17015857940549056
1987-05-13,9.090720198786062,-2.604271083790647,-0.19018231988455747
1987-05-14,9.111738053761934,-2.6534849084835397,-0.16543056850653443
1987-05-15,9.254739559880303,-2.673219569292275,0.14636137925044176
1987-05-18,9.260260344861383,-2.454224449037326,-0.2776402024519119
1987-05-19,9.547013483543259,-2.6938652068834337,-0.6223530239150695
1987-05-20,9.52875250840173,-2.601400731648428,-0.4922054036755939
1987-05-21,9.500935813412724,-2.4979581407943208,-0.6988005516722031
1987-05-22,9.46037868094852,-2.4236777858714302,-0.93231784587959
1987-05-26,9.119479218122404,-2.144716574376092,-0.8705994899216309
1987-05-27,9.191908231731729,-2.2269326501344997,-0.8796398907616509
1987-05-28,9.197299191204293,-2.2183086698148746,-0.9925815857886948
1987-05-29,9.125337886864253,-2.1958449853449604,-1.1002076268419747
1987-06-01,9.088316392436331,-2.21942622271753,-1.0556985582353868
1987-06-02,9.361323361076824,-2.595605971760454,-0.7033642202115808
1987-06-03,9.267660445647715,-2.521075664115699,-0.6463352677400712
1987-06-04,9.251908105510804,-2.4527885628696997,-0.8624764071532498
1987-06-05,9.195180327866991,-2.4347851906578497,-0.9976384105401306
1987-06-08,9.16795203377587,-2.4578209489605944,-0.736607099892887
1987-06-09,9.177212230330142,-2.510153232416438,-0.6131169875309803
1987-06-10,9.178711402125408,-2.593011994399622,-0.5459764694241918
1987-06-11,9.173017377001715,-2.5583703761052377,-0.6899163770678942
1987-06-12,8.98917143501119,-2.3459550690813717,-1.0493365052942387
1987-06-15,8.938841439857311,-2.381452026356221,-0.9242324601490445
1987-06-16,8.95031582756425,-2.3763529876929397,-1.0073377102140058
1987-06-17,8.930651987822355,-2.355735392541613,-1.1530833352840069
1987-06-18,8.964662663556714,-2.444090833861909,-1.0522986232616491
1987-06-19,8.98517701746844,-2.5098014603750283,-0.9680002401668856
1987-06-22,8.958251480086895,-2.4413789617717048,-1.1820337343085088
1987-06-23,8.98432356843909,-2.4278957362625295,-1.2799693714342608
1987-06-24,9.035498716149384,-2.4708740192265033,-1.0911949073164073
1987-06-25,8.990523795680353,-2.3899234318147298,-1.1903008417611738
1987-06-26,9.099994074165103,-2.511508908963805,-1.084100043809224
1987-06-29,9.100754301765889,-2.482472294701979,-1.213568408092037
1987-06-30,9.121742832344752,-2.5982112119854195,-1.0405033357978501
1987-07-01,9.122403474268394,-2.6841481459869527,-1.0370081152647328
1987-07-02,9.090901015649044,-2.6996291756191195,-1.1716174229588854
1987-07-06,9.041545029703059,-2.704290232567057,-0.983539867894332
1987-07-07,9.008606228519625,-2.6739897260431307,-0.9813029693459834
